area,1.5m humi_y,1.5m temp_y,5cm earth_y,radio,all_product
61.3,57,-1.3,4.6,16.45,1215.1
131.38,50,-1.9,2.2,9.74,50
61.3,72,-1.1,3.2,16.03,292.1
61.3,59,0.2,3.8,7.66,120
131.38,63,-1.3,1.4,12.35,58
61.3,66,1.1,3.7,16.67,337.2
117.89,43,0.9,0.1,15.68,110
131.38,61,-0.3,1.9,10.56,60
61.3,66,1.3,3.3,11.02,124.2
117.89,52,0.7,0.1,11.26,240
61.3,54,2.5,4.1,3.81,220
131.38,65,0.7,1.7,8.79,30
61.3,87,2.7,3.6,6.55,247.1
131.38,76,5.2,2.2,2.43,60
61.3,52,0.3,4.4,17.29,291.9
61.3,42,1.3,5.1,8.56,390
131.38,51,-1.2,2.1,10.22,130
61.3,62,0.2,3.3,17.32,179.4
131.38,64,-1.4,1.2,10.68,80
61.3,75,1.7,3.5,15.93,414.2
61.3,53,5,4.6,7.9,50
131.38,76,1.5,1.7,9.11,30
61.3,73,4.1,4.2,10.21,33.6
142.23,68,1.3,5,11.69,20
131.38,71,2.9,5.3,7.48,30
142.23,59,-3.2,2.5,8.97,30
61.3,68,0.2,4.8,13.96,156.8
131.38,65,-1.7,2,3.98,60
61.3,82,-4.3,4,6.82,52.6
131.38,68,-5.6,0.8,11.58,20
131.38,61,-3.6,0.4,13.14,30
131.38,68,2.5,1.4,12.02,120
61.3,86,5.8,5.2,16.01,33.6
61.3,72,9.7,8.6,8.36,30
131.38,68,8,6.1,10.53,60
61.3,56,2.5,6.7,16.24,110
131.38,41,1.9,4,11.01,70
142.23,44,2.1,4.1,13.69,1
61.3,42,5.3,6.6,4.17,30
131.38,51,2.9,4.1,9.44,60
142.23,59,2.9,3.9,4.37,30
61.3,89,4.4,5.1,2.83,11.3
131.38,78,3.6,3.9,4.32,10
61.3,68,9,6.8,15.45,33.9
61.3,65,9.8,7.6,8.97,20
61.3,60,7.5,7.3,17.92,74.4
131.38,47,9.8,6.4,11.77,96
61.3,91,11.3,9.4,0.84,30
131.38,94,10.6,8,2.04,140
61.3,81,4.6,8.5,15.61,67.8
61.3,79,4.2,7.4,18.39,56
131.38,69,4.1,5.4,11.87,110
61.3,91,6.8,7.8,5.31,45.2
61.3,92,6.8,7.9,2.32,10
131.38,79,6.7,5.8,4.09,50
61.3,82,9.8,9.1,19.82,22.6
117.89,86,6.8,6.8,14.45,70
75.76,80,7.3,5.8,17.89,0
61.3,76,11.3,9.6,12.77,50
131.38,83,7.4,7.4,14.19,100
142.23,76,7.2,7.8,11.6,50
117.89,75,4.5,5.9,9.43,40
61.3,79,7.6,9.6,11.14,50
131.38,73,7.1,8.6,12.59,100
131.38,72,6.2,7.9,11.49,20
61.3,69,7.9,10.1,20.71,56.5
61.3,55,9.9,10.1,10.77,80
131.38,70,7.1,7.7,14.74,110
61.3,74,9.9,10.3,17.85,33.6
131.38,66,9.7,8.4,14.04,10
131.38,90,8.8,8.8,4.01,60
131.38,81,7.7,9.1,13.76,60
61.3,79,11.3,11,10.96,35
61.3,74,10.7,12.4,21.36,67.8
131.38,69,9.7,11.5,19.62,80
131.38,70,6.3,9.1,16.34,80
142.23,57,8.5,8.8,19.33,30
131.38,66,8.9,9.7,15.92,100
131.38,59,12,11.4,12.79,50
131.38,65,5.9,8.1,16.84,30
131.38,72,8.1,8.7,17.15,50
131.38,74,10.2,10.7,17.49,30
131.38,69,11.6,11.9,14.13,110
131.38,82,13.3,10.7,2.35,30
61.3,55,13.5,13.3,12.48,40
61.3,67,11.3,13.2,22.3,22.4
131.38,64,11.2,11.5,18.61,100
61.3,65,12.2,13.4,13.05,18
131.38,46,15.6,11.8,13.95,50
61.3,60,16.2,13.2,6.38,40
131.38,44,18.3,13.8,13.9,80
131.38,83,16.6,14.1,2.33,38
61.3,74,10.4,14,16.95,10
131.38,67,10.4,12.1,20.22,80
142.23,61,11.2,12.7,22.85,30
61.3,68,10.7,13.9,22.13,44.8
131.38,67,10.7,12.2,18.28,130
61.3,42,14.5,13.9,15.05,50
131.38,68,11.3,12.5,19.92,50
131.38,63,10.5,12.8,19.99,100
61.3,54,12,13.5,14.44,80
131.38,67,11.6,12.8,18.6,60
61.3,85,13,13.3,1.9,30
61.3,81,10.5,14.2,17.96,56.5
131.38,81,10,13.8,17.53,60
61.3,55,8.8,12.9,27.8,33.6
61.3,45,9.9,12.5,16.5,17
131.38,63,7.4,11.9,21.34,60
61.3,60,8.8,12.8,24.84,235.3
61.3,78,11.4,13,10.87,223.2
131.38,80,11.2,11.3,4.34,30
61.3,63,10.7,13.7,25.17,112
131.38,68,9.5,11.8,18.64,90
61.3,66,10.5,13.1,28.14,310.4
61.3,51,12.7,13.2,15.99,60
131.38,67,11,12.6,25.81,110
61.3,65,13.6,14.1,27,277.3
131.38,61,13.2,13.6,20.69,100
61.3,60,16.2,15.4,19.37,193.2
61.3,62,15.5,15.2,11.17,10
131.38,52,17.7,15.7,18.29,80
61.3,56,17.3,15.7,10.47,460.8
131.38,39,20.5,16.6,13.12,100
61.3,39,20.7,16.5,21.81,414.4
61.3,46,18.9,16.1,14.92,25
61.3,55,17.4,17.3,26.14,82.4
131.38,40,18.3,17.3,18.78,80
61.3,59,14.7,17.7,26.52,360
61.3,65,13.2,17,15.45,15
131.38,55,16.4,17.8,20.33,30
61.3,70,14.4,16.9,15.23,401.9
61.3,65,16.8,17.7,21.43,156.8
131.38,64,16,17.4,20.65,70
61.3,58,15.5,18.1,27.07,374.4
61.3,58,15.1,17.4,16.09,10
131.38,73,12.7,16.2,16.93,60
61.3,80,10.4,16.1,11.22,290
131.38,78,10.8,14.1,9.45,110
61.3,71,14.2,16.2,28.3,248
131.38,67,13.7,15.7,22.53,110
61.3,90,16.9,17,7.68,829.6
131.38,79,17.2,16.2,8.29,80
61.3,70,14.4,17.6,29.19,416.3
131.38,69,13.7,16.9,23.26,30
61.3,68,13.4,16.6,22.42,686.6
131.38,57,14.5,15.3,15.51,20
61.3,70,14.3,16.7,14.29,1154.4
61.3,61,15.9,16.8,10.93,10
131.38,62,14.3,15,9.47,60
142.23,68,13.5,14.8,23.11,20
61.3,68,15.3,16.3,27,1078.7
131.38,67,15.3,15.5,19.74,50
142.23,84,12.3,14.2,3.73,50
61.3,59,16.8,17.6,11.37,963.7
61.3,51,17.4,17.6,10.17,10
131.38,81,13.2,14.5,4.79,50
142.23,64,17.7,16.1,20.45,30
61.3,63,18.6,17.9,13.85,1264.7
131.38,83,16.5,15.3,7.08,40
142.23,40,21.1,18.3,25.99,30
61.3,63,20.8,19.1,23.31,536
117.89,64,15.5,16.6,26.59,10
61.3,56,20.2,18.3,15.7,64
131.38,58,20.1,17.5,23.71,204
61.3,74,20.8,20.5,27.09,1501.8
131.38,71,20.7,19.7,22.29,70
61.3,74,21.7,21.1,20.85,991
61.3,79,20.4,20.4,11.55,10
131.38,74,21.3,20.7,17.8,50
61.3,91,21.6,21.1,6.27,1946.1
131.38,87,22.4,21.1,11.01,160
61.3,95,16.1,20,6.29,1392.5
61.3,86,17.9,20,8.12,30
131.38,95,15.5,18.1,4.84,178
61.3,83,17.5,19.6,20.51,2155
142.23,83,16.8,18.8,24.36,12
131.38,84,17.6,19,16.32,148
61.3,76,20,20.8,26.71,1214.9
61.3,72,19.9,20.7,16.02,30
131.38,74,19.4,19.9,22.11,124
142.23,77,17,18.7,5.11,24
61.3,95,16.4,20.3,5.17,1280.1
131.38,88,17.2,18.7,5.28,124
61.3,81,16.2,19.3,19.07,1593.3
61.3,73,17.3,18.9,14.13,20
131.38,85,15.8,17.9,11.7,176
61.3,80,18.3,19.9,29.55,1617.7
131.38,76,18.3,19.6,23.5,100
142.23,73,17.6,20,23.36,12
61.3,77,19.1,22.3,25.07,3081.9
61.3,65,20.8,21.8,15.55,40
61.3,70,16.6,21,24.88,2210.1
117.89,66,14.2,19.4,19.14,14
131.38,76,15.8,19.1,20.21,60
142.23,63,17.5,18.2,16.14,16
61.3,69,17.4,20.2,15.72,1676.2
117.89,76,14.3,18.2,15.28,20
61.3,70,16.8,19.2,6.63,92
131.38,62,18.4,18.2,10.09,130
142.23,86,15.6,17.6,11.81,12
61.3,87,16.3,19.8,14.99,751.5
117.89,78,15.9,18.4,11.08,10
131.38,87,15.7,17.8,7.75,40
142.23,85,15,17.2,13.39,12
61.3,79,17.4,19.2,19.25,782.8
117.89,88,13.8,17.4,12.92,10
75.76,92,14.8,15.9,10.27,80
61.3,76,17.9,19,13.05,52
131.38,81,16.6,16.6,10.4,70
142.23,74,16.5,18.1,22.84,6
61.3,75,18.1,19.9,29.2,1587.3
131.38,71,17.9,19,23.5,80
61.3,64,21.5,21.9,28.51,2208.8
75.76,77,20.4,19.5,15.02,262
131.38,66,20.7,21.3,18.59,32
61.3,66,21.7,22.4,27.42,1654.5
131.38,65,21.5,21.5,20.34,110
61.3,72,21.9,22.7,21.53,1338.3
142.23,62,23,21.6,27,20
75.76,68,23.1,21.3,25.99,80
61.3,72,21.6,22.3,13.12,56
61.3,92,20,21.5,5.13,1695.9
131.38,92,18.8,20.2,4.08,63.9
61.3,72,19.8,21.7,29.77,2684.4
117.89,65,19.2,22,27.29,24
131.38,73,18.4,20.9,23.67,210
142.23,81,19.8,20.3,18.12,8
61.3,84,19.6,21.8,22.66,2132.3
131.38,77,20.7,20.8,19.48,156
142.23,67,21,21.1,19.12,16
61.3,69,22.3,22.9,25.55,1380
117.89,77,21,22.8,19.76,20
75.76,72,21.3,20.6,10.65,30
131.38,65,22.9,22.4,17.6,130
61.3,74,23.8,23.8,28.42,2125.9
117.89,65,23.5,24.1,26.07,30
75.76,75,23.1,22.1,21.28,90
131.38,71,24.1,23.9,21.01,20
61.3,70,24.6,24.9,28.61,1560.6
117.89,65,23.9,25.1,26.07,15
75.76,69,25.7,23.4,23.52,72
61.3,77,22.9,24,11.99,2108.6
117.89,69,23,24.8,20.93,30
61.3,86,23.7,24,23.36,1764.8
117.89,89,22.1,24.1,10.79,50
75.76,89,21.5,22.5,15,70
131.38,86,22.7,23.7,14.8,80
61.3,84,24.4,25.3,21.84,1360
117.89,77,24.1,25.3,22.49,40
131.38,80,23.7,24.4,19.32,30
61.3,83,23,25.3,20.03,920
117.89,75,23.1,26.2,20.83,106
75.76,82,22.2,24.1,19.12,100
131.38,87,22.2,24.2,16.22,30
61.3,88,21.5,24.2,5.95,500
117.89,84,20.9,24.3,7.4,65
75.76,78,22.8,22.5,8.76,200
131.38,91,21.5,22.6,5.39,70
61.3,73,24,23.9,24.6,370
75.76,60,24.8,22.8,22.06,291
131.38,65,24.1,22.7,18.89,210
61.3,85,21.9,24.1,10.65,3165.6
142.23,79,21.1,23,7.52,4
75.76,77,21.7,21.9,8.8,374
131.38,83,21.7,22,7.64,64
142.23,95,19.7,21.9,6.61,30
75.76,97,19.8,21.3,3.97,436
131.38,92,21.3,22.2,7.71,380
61.3,80,22.7,24.5,24.58,2155.2
117.89,71,22.1,24.8,29.54,20
75.76,81,21.9,23,27.06,136
131.38,79,22.1,23.9,23.7,242
61.3,71,23.2,25,30.89,2792.7
75.76,74,23,24,27.53,90
131.38,72,23.6,25.4,23.53,540
142.23,68,22.5,24.2,20.82,30
61.3,80,22.8,25.1,25.03,1715.6
131.38,75,22.9,24,15.3,220
75.76,76,22.2,23.2,17.45,289
61.3,83,22.4,25,15.77,1744.7
131.38,81,22.5,23.8,12.32,250
75.76,79,22.6,23.4,21.51,242
61.3,84,22.2,24.8,16.34,1046.8
142.23,80,21.8,23.3,20.15,60
117.89,78,21.5,24.9,27.75,10
131.38,79,22.5,23.9,15.22,204
61.3,79,23.3,25.3,18.37,1798.3
142.23,78,22.7,24.2,25.41,36
75.76,78,23.3,24.1,25.37,208
131.38,74,23.9,25.3,22.43,176
61.3,77,23.9,25.9,17.02,2351.8
131.38,79,23.5,24.8,18.81,330
61.3,87,23.1,25.8,15.34,3108.3
75.76,79,23.7,24.4,16.14,172
142.23,79,23.3,24.9,13.9,60
117.89,77,22.2,26.2,17.68,93
131.38,87,23.6,25.6,16.84,270
61.3,85,23.6,25.8,18.5,2783.8
142.23,80,23.4,25.2,22.82,28
75.76,84,23.5,24.1,16.66,56
131.38,82,24.1,25.1,16.71,86
61.3,81,24.1,26.3,16.01,1791.5
142.23,79,23.8,25.4,18.09,16
131.38,79,25,26,19.02,82
61.3,79,25,26.4,23.86,1967.3
117.89,73,24.1,26.8,25.06,114.4
142.23,72,25.1,25.8,22.59,3
131.38,75,26.4,27,19.88,192
61.3,83,25.4,26.8,17.21,1570
142.23,65,26.5,26.3,22.53,53
117.89,78,22.7,26.8,19.94,80
75.76,65,27.4,25.6,20.33,116
131.38,76,26.7,27.3,18.13,140
61.3,90,23.5,25.7,5.56,1023
142.23,82,23.5,24.9,8.72,20
75.76,81,23.4,23.7,7.96,48
131.38,88,23.9,24.9,6.48,134
61.3,98,21.2,24.4,5.21,570
142.23,86,22.5,23.7,14.08,108
75.76,84,23.8,23.5,14.66,80
131.38,93,22.2,23,5.23,233
61.3,100,22.5,23.6,3.27,1208.8
142.23,89,23.8,24.6,12.77,40
75.76,83,25.2,24.5,16.49,136
117.89,91,23.2,26,9.67,20
131.38,97,23,23.2,5.02,346
75.76,90,25.7,25.3,11.73,148
61.3,99,25.2,24.3,7,1374.6
142.23,93,24.3,25.1,9.8,8
117.89,93,24.4,26.3,10.92,76
131.38,96,25.5,24.9,8.16,357
61.3,95,25.7,25.4,11.66,1822.7
142.23,87,24.4,25.9,19.34,108
75.76,89,25.3,25.9,20.9,20
131.38,93,25,25.8,11.21,350
75.76,85,25.1,26,21.73,182
61.3,91,25.8,26.2,17.77,1521.6
117.89,88,24.2,27.2,17.69,10.6
142.23,82,24.9,26.6,23.47,142
131.38,82,26.2,26.8,18.88,116
61.3,89,25.9,26.9,19.24,1239.8
142.23,90,25.2,26.5,16.58,100.5
131.38,82,26.4,27.5,20.16,178
61.3,86,27.6,27.9,21.16,962.2
142.23,87,27,27,18.94,91
75.76,83,27.5,26.4,14.77,96
61.3,82,27.8,28.3,22.3,545.2
142.23,80,27.6,27.4,16.92,15
75.76,79,28.8,27.1,16.15,96
131.38,74,29.4,29.1,21.1,94
61.3,85,27.4,28.2,16.15,420.2
75.76,77,29.3,27.3,20.24,200
142.23,78,28.3,27.5,24.27,46
131.38,78,29,28.4,12.57,275
61.3,82,27.6,28.6,26.02,556.1
142.23,76,28,28.4,27.79,33.8
131.38,74,28.9,29.5,21.83,575
61.3,88,25.4,28.6,18,135
75.76,77,28.2,28.1,24.72,208
142.23,79,27.1,28.8,23.72,35.6
131.38,85,26.9,29,16.61,407
61.3,80,26.2,28.1,23.31,177.7
142.23,82,26.1,28.5,23.72,311
75.76,74,28.1,27.6,23.01,144
131.38,82,26.1,27.7,20.41,282
75.76,85,26.8,27.3,15.92,104
61.3,81,27,28.3,20.79,564.4
142.23,81,26.3,27.9,17.29,50
117.89,85,26.2,29.3,19.17,68
131.38,85,26.2,27.6,16.27,457.8
75.76,79,28.6,27.8,17.83,160
61.3,85,26.5,28.4,17.52,380.3
117.89,80,26.6,30,21.1,100
142.23,77,28,28.6,21.56,102.5
131.38,85,27,27.8,12.91,673
75.76,68,30.1,28.6,27.46,226
61.3,83,26.8,28.3,26.22,495.1
142.23,70,29.1,29,28.2,63
131.38,72,28.7,28.6,25.66,453
61.3,82,27.1,28.6,23.56,237.5
142.23,65,28.8,28.8,26.77,8
131.38,69,28.9,29.1,23.24,383
61.3,81,27,28.7,22.38,288.6
142.23,66,28.9,29.3,27.95,56
117.89,76,26.6,30.1,26.46,510
131.38,73,28.4,29.2,19.8,156
61.3,79,27.6,28.9,22.86,221.2
117.89,77,26.5,30.6,24.19,20
142.23,65,29.3,29.6,25.1,120
131.38,72,29.1,29.8,21.07,196
61.3,75,27.6,29.1,20.25,234.3
75.76,62,30.3,29.5,27.44,56
142.23,65,28.8,29.5,23.55,316.2
131.38,66,28.7,30,23.27,310
61.3,78,27,29.3,19.96,146.1
142.23,65,28.8,30,26.14,188
131.38,71,28.8,30.6,21.87,140
61.3,80,27.8,29.7,19.15,219.7
142.23,74,28.2,29.9,19.9,20
75.76,78,29.3,29.5,19.67,44
131.38,78,28.7,30.6,18.26,516.5
61.3,82,27.2,30.1,20.75,380
142.23,76,27.7,30.1,23.29,24
131.38,77,28.8,30.9,17.48,490
61.3,83,26.8,30,20.07,569.9
131.38,76,29.2,31.1,19.16,76
61.3,82,28.8,30.4,23.36,230
142.23,78,28.3,29.9,24.39,60.8
61.3,88,28.5,30.7,23.16,60
131.38,77,29.1,31.9,23.28,100
61.3,88,27.2,30.2,12.71,351
142.23,88,25.5,27.6,11.61,10
75.76,91,25.9,27.2,8.49,8
61.3,84,28.4,31.3,23.53,30
131.38,95,25.5,27.5,7.99,76
61.3,93,26,28.9,17.07,308.6
142.23,81,27.1,28.5,23.11,58
131.38,87,26.9,27.9,13.76,130
61.3,84,27.8,29.3,23.1,99.9
142.23,74,28.2,29.1,25.42,9
75.76,78,28.7,28.2,21.47,60
131.38,76,28.4,29.1,20.55,10
61.3,84,28.1,30,18.02,243.5
142.23,70,29.2,29.7,26.2,23
61.3,80,28.9,31.6,27.46,90
131.38,76,29.2,30,22.38,247
61.3,86,26.7,30.3,24.15,322
142.23,75,26.8,29.2,18.91,65
61.3,79,28.8,31.8,26.47,40
131.38,78,28.2,29.7,19.01,190
61.3,85,27,29.9,25.37,160
61.3,79,28.8,31.6,25.79,50
142.23,76,27.1,29.6,26.04,78.8
131.38,78,27.5,29.9,21.16,55
142.23,77,26.9,29.4,21.4,59
61.3,85,26.2,30,22.94,40
131.38,74,27.8,29.8,24.47,112
61.3,85,25.8,28.8,14.3,10
131.38,81,26.1,28.7,12.84,106
142.23,69,26.2,28.1,14.97,43
131.38,79,25.6,27.1,12.98,158
142.23,65,26.5,29,21.03,7
61.3,83,24.8,28.5,24.47,143.3
142.23,64,25.6,28.9,20.95,4
61.3,94,22.3,27.6,13.72,228
131.38,79,24.4,26.6,12.07,36
131.38,80,24.9,27,16.67,190
131.38,72,26,27.7,17.99,178
142.23,82,24.5,26.3,9.49,44
61.3,96,24.1,26.6,1.83,40
131.38,89,24.9,25.6,6.32,60
75.76,95,22.3,23.9,3.17,14
131.38,97,23.4,24.8,4.07,82
61.3,94,25.3,26.5,0,275
142.23,92,24.4,25.1,7.69,4
131.38,96,25.1,24.4,6.07,82
142.23,94,23.5,26,9.43,8
142.23,94,24.7,25.8,5.28,37
131.38,84,25.9,26,16.7,112
131.38,97,21.6,23.6,4.02,196
142.23,88,22.5,24.7,10.8,52.6
131.38,84,23,24,17.44,116
142.23,90,22.9,25.3,7.71,8
61.3,90,25.7,27.8,16.25,90
131.38,89,23.4,24.5,12,124
142.23,93,22.5,24.9,5.33,19
131.38,84,25.4,26,15.48,126
142.23,96,21.5,24.3,3.7,16
131.38,92,23.9,25.4,8.16,90
61.3,96,21.7,26,5.69,40
131.38,87,23.5,24.8,8.12,158
61.3,90,23.1,25.6,14.17,180
142.23,77,23.5,25.5,23.4,17
131.38,77,23.6,25.7,18.69,72
61.3,90,23.1,25.9,13.17,133.2
61.3,83,23.4,26.3,15.14,20
131.38,77,23.1,24.7,14.9,151
61.3,80,21.8,24.2,6.07,224
142.23,83,20.4,23.4,5.34,16
75.76,71,22.1,22.3,8.89,20
61.3,83,22,24.5,6.58,20
131.38,97,20.7,22.5,4.23,166
61.3,87,23.1,24.1,6.73,77.7
142.23,92,21.3,23.1,5.65,28.4
75.76,99,20.5,21.5,2.29,4
131.38,94,21.7,22.6,4.71,120
61.3,84,22.5,24.5,19.76,20
131.38,86,22.4,24,15.57,258
61.3,90,22,24.6,16.68,379.5
142.23,88,21.7,24.7,18.91,4
75.76,84,22.9,23.6,18.82,12
131.38,87,22.1,24,15.5,56
117.89,92,21.2,25.1,12.11,22.6
75.76,86,23.5,24,16.29,56
142.23,86,22.7,25.3,15.98,6
131.38,87,23.4,24.5,11.14,224
61.3,89,23.4,25.3,20.67,557.7
75.76,82,23.9,24.5,20.7,4
142.23,86,23.3,26.4,20.89,4
131.38,84,24.8,25.4,18.07,216
61.3,73,23.8,25.3,15.62,130
142.23,72,24.2,26,18.33,33
75.76,70,25,24.4,17.86,156
131.38,77,24.2,24.6,13.56,130
61.3,82,23.9,25,7.06,664.4
142.23,62,22.7,24.6,14.59,17
117.89,82,19.3,23.8,11.75,11
75.76,65,23.9,23.5,16.78,8
131.38,66,23.9,24,13.42,103.5
61.3,73,24.1,25.4,22.98,100
142.23,58,23.6,24.5,22.28,4
75.76,58,24.2,23.2,20.45,18
131.38,56,25,23.8,21.97,94
61.3,88,20.9,24.6,9.8,3091.1
142.23,63,22.4,24.1,18.74,24
131.38,68,22.9,23.3,13.95,430
61.3,87,23.6,24.7,15.23,520
142.23,80,21.1,24.2,13.37,105.5
75.76,63,23.7,23.3,14.57,80
61.3,83,23.3,25.4,13.75,2556.2
142.23,69,22.3,24.4,21.59,6
75.76,71,23.1,23.2,18.62,28
61.3,81,22.9,25.4,20.36,20
131.38,77,22.4,23.3,16.63,109.5
75.76,67,23.8,23.2,17.62,18
61.3,86,18.9,23,19.35,450
142.23,74,20.1,22.8,17.35,79
75.76,69,22,21.7,18.9,104
131.38,72,21,21.8,15.78,148
61.3,86,20.4,23.1,15.58,5333.6
142.23,75,20.4,22.7,6.58,76
75.76,74,21.3,21.5,7.57,36
61.3,78,21.8,24,15.71,20
131.38,80,21,21.6,11.54,84
61.3,82,22.2,24,12.17,1378.6
142.23,75,21.3,23.9,12.97,137
75.76,66,21.8,22.2,11.68,272
131.38,69,22.6,23,11.68,198
61.3,83,22.5,24.3,10.69,2862.4
117.89,87,19.8,22.8,9.59,10
142.23,90,20.5,23.9,6.16,49.9
75.76,79,21.5,21.9,7.9,191
131.38,82,22.1,22.9,6.62,234
75.76,94,21,21.9,3.58,208
61.3,96,22.1,24.3,3.32,250
142.23,94,20.9,23.8,4.65,61
117.89,98,20.1,23,3.75,40
131.38,97,21.6,22.4,2.2,182
142.23,85,19.9,23,19.61,6
131.38,81,21.6,22.6,16.02,170
61.3,91,21.3,24.5,11.15,210
75.76,82,21.1,21.9,16.62,22
131.38,86,20.5,22.3,17.54,216
61.3,88,20.8,24.1,13.76,2871.4
75.76,81,20.5,21.8,15.5,29
142.23,85,19.9,23.1,18.51,43.5
131.38,84,21.3,22.6,13.85,164
61.3,82,24.6,24.8,17.12,1628.6
117.89,89,20.5,23.1,14.26,14
142.23,82,23.3,23.2,6.5,108
75.76,77,23.3,21.6,5.17,280
131.38,80,23.7,22.6,11.39,256
61.3,85,22.2,24.5,18.9,4160.8
142.23,86,23.2,24.6,14.8,281
75.76,77,24.3,23.1,14.17,112
131.38,83,22.8,23.2,13.72,204
75.76,86,21.2,22.2,5.09,293.5
61.3,87,21,24.4,20.81,840
117.89,87,19.8,22.8,5.27,30
142.23,86,22.9,25,11.83,216
131.38,81,22.1,22.8,15.01,180
61.3,89,21,23.9,10.76,4109.5
142.23,89,20.3,23.8,5.65,138
75.76,85,20.4,21.6,5.35,4
131.38,91,20.3,22.2,8.24,228
61.3,92,21.5,23.9,10.27,662.1
142.23,91,19.4,22.9,6.41,40
75.76,90,19.9,21.3,4.08,85
75.76,77,22.8,22.1,12.43,280
61.3,85,23.2,24.4,16.77,4164
142.23,85,22.4,24,13.06,82.4
131.38,84,23.1,23.1,12.05,188
75.76,67,16.7,20.4,11.01,49
61.3,94,,23.4,4.91,3090.1
117.89,95,15.7,22,1.79,130
142.23,69,16.2,21.4,13.12,86
131.38,93,15.1,19.8,5.32,160
61.3,91,18.4,21.8,3.81,5395.6
75.76,67,17.8,19.4,3.69,63.5
142.23,76,17,20.6,4.76,20
131.38,97,16.3,18.9,2.97,168
75.76,66,19.5,19.4,15.76,268
61.3,82,20.6,22.3,10.16,3449.7
117.89,89,16.3,20.5,8.27,150
142.23,74,18.8,21.1,15,28
131.38,86,19.2,20.2,9.82,60
75.76,80,18.7,19.9,14.02,282
61.3,84,21,23,14.09,3867.3
117.89,86,17.6,20.9,14.99,130
142.23,85,18.7,21.5,16.11,96
131.38,85,19.6,20.6,10.22,220
61.3,86,19.5,22.6,10.14,3529.6
117.89,93,17.1,20.7,6.67,190
142.23,88,17.8,21.4,6.45,116
75.76,79,19.1,20.1,6.4,313.5
131.38,91,18.2,19.9,6.25,100
75.76,41,11.6,17.6,7.52,266.5
61.3,73,13.8,20.7,6.75,4845.2
117.89,70,13.2,19.3,5.08,20
142.23,51,12,18.2,7.21,110
131.38,70,13,17.9,5.71,160
75.76,60,9.7,13.4,14.59,632.8
61.3,81,8.3,15.6,19.2,4324.9
117.89,76,6.8,14.3,17.7,70
142.23,67,9.6,14.4,14.48,302.8
131.38,70,9.2,12.7,17.12,200
75.76,79,11.3,14.8,12.52,328
61.3,83,11,16.3,11.65,2913.3
117.89,76,9.6,14.7,11.35,124
142.23,79,11.5,15.7,11.68,286
75.76,68,9.2,13.6,15.75,260
61.3,80,8.7,15.4,13.02,1938.8
142.23,75,8.4,14.3,16.5,208
117.89,83,7.5,14.4,15.35,80
131.38,76,8.9,13,15.95,200
61.3,80,9.8,15.3,17.83,2348.8
117.89,85,8.7,14.4,14.52,143
142.23,76,8.6,13.6,14.31,348
75.76,70,9.6,13.1,12.91,144
131.38,83,9,12.7,15.92,120
61.3,76,8.4,14.8,17.73,2951.3
117.89,86,8.4,14.4,14.53,12.6
142.23,71,9.2,13.4,15.1,417
75.76,65,10.1,12.9,15.34,168
131.38,73,9.3,12,12.07,198
61.3,75,9.7,14.4,18.25,2780.7
117.89,82,9.2,14.5,14.63,120
142.23,73,9.8,13.4,15.82,340
61.3,63,12.3,16.5,17.96,9.5
131.38,73,10,12.2,12.45,340
75.76,75,11,12.9,14.5,192
61.3,82,10.5,14.9,17.03,4486.6
117.89,85,8.4,13.8,14.7,80
142.23,79,10.9,14.1,14.64,157
131.38,72,11.3,12.4,15.19,84
61.3,83,9.9,14.6,16.37,2345
142.23,85,11.9,14.3,11.71,372
131.38,81,11.4,12.3,10.77,196
61.3,82,11.5,14.9,15.61,2462.4
117.89,79,10.6,14.3,12.87,125.9
75.76,68,13,13.6,14.32,28
142.23,73,11.8,14.7,15.08,148
131.38,80,12.4,13.6,8.98,40
61.3,81,10.7,14.5,17.39,2817.4
142.23,71,10.9,13.6,15.49,443
75.76,64,11.6,12.8,14.96,120
131.38,74,10.3,12,15.63,120
75.76,60,14.2,13.3,14.39,130
61.3,77,12.2,14.7,14.71,3049.8
117.89,81,9.5,13.7,12.21,111.2
142.23,65,13.4,14.8,14.8,303
131.38,71,12.8,12.5,10.99,160
75.76,65,14.2,13.7,8.77,290
61.3,89,11.2,14.8,6.63,2716.8
142.23,78,12.9,15.2,9.8,292
131.38,82,11.8,12.9,4.58,240
75.76,82,12,13.5,11.79,530
61.3,83,12.3,15,13.22,2764.9
117.89,82,10.4,13.9,13.47,86.4
142.23,83,11.5,14.6,10.13,136
131.38,83,12.8,13.7,8.96,240
75.76,80,10.9,12.7,11.6,426
61.3,84,9.6,14.5,12.29,2452.8
117.89,79,9.6,13.3,13.27,40
142.23,81,10.1,13.9,11.21,390
131.38,78,10.8,12.4,9.51,20
61.3,83,8.5,13.7,14.77,2434.9
117.89,80,9.6,13.2,14.15,70
142.23,83,10.6,13.4,10.44,224
75.76,79,11.2,12.5,12.18,70
61.3,60,13.8,15.8,14.26,48
131.38,82,10.3,11.7,13.41,140
75.76,91,11.6,12.9,7.84,226
61.3,83,10.9,13.8,14.78,1861.4
117.89,83,9,12.8,13.12,70
142.23,90,11.3,14.4,10.63,216
61.3,67,14,16,14.63,30
131.38,80,13.4,12.9,13.19,280
61.3,83,10.6,13.6,10.83,2144.2
142.23,74,12,13.7,11.36,159
